index,filename,preprocess_ms,host_to_device_ms,inference_ms,postprocess_ms,output_to_cpu_ms,processing_total_ms,deadline_missed,num_detections
1,0001003.png,1.22400899999775,0.3763569984585047,18.797401997289853,0.47374800124089234,0.07918600022094324,21.006035000027623,0,6
2,0001020.png,1.0855129985429812,0.24227299945778213,16.47959700130741,0.4075599972566124,0.06022600064170547,18.327622001379495,0,1
3,0001023.png,1.0370220006734598,0.23463899924536236,14.577963996998733,0.38783399941166863,0.07225700028357096,16.350572997907875,0,7
4,0001031.png,1.0756599986052606,0.23043400142341852,14.331479997053975,0.34910499744000845,0.06774099892936647,16.106505998322973,0,6
5,0001043.png,1.0702510007831734,0.22401599926524796,14.402198998141102,0.3602520009735599,0.062320999859366566,16.16872800150304,0,3
6,0001047.png,1.047386002028361,0.23897500068414956,14.53251200291561,0.39262999780476093,0.06510299863293767,16.328630998032168,0,7
7,0001052.png,0.8372329975827597,0.2165830010198988,28.257580997888,0.6716919997415971,0.10618600208545104,30.134675002045697,0,9
8,0001053.png,0.8298760003526695,0.2985110004374292,29.654243000550196,0.6820710004831199,0.10822900003404357,31.6324480008916,0,4
9,0001054.png,0.8469870008411817,0.30598499870393425,16.662458001519553,0.3892659988196101,0.0672330024826806,18.310740997549146,0,2
10,0001060.png,0.89524800205254,0.2569560019765049,13.861320996511495,0.32416700196336024,0.10190600005444139,15.494383998884587,0,1
11,0001068.png,0.8524859986209776,0.21235599706415087,13.957051996840164,0.3807559987762943,0.06369099719449878,15.508585001953179,0,2
12,0001071.png,0.869971998326946,0.22804800028097816,14.360533001308795,0.37607900230796076,0.0632110022706911,15.948245996696642,0,3
13,0001072.png,0.85910499910824,0.2483870011928957,14.056446998438332,0.3663019997475203,0.06563799979630858,15.638542001397582,0,4
14,0001073.png,0.854875997902127,0.23088099987944588,14.81554100246285,0.6660930012003519,0.13881700215279125,16.749135000281967,0,10
15,0001074.png,0.8169560023816302,0.34961200071848,14.28993900117348,0.3898290015058592,0.06777300222893246,15.960762000759132,0,1
16,0001083.png,0.8797129994491115,0.2574240024841856,13.810991000354989,0.42993300303351134,0.07292499867617153,15.504820003116038,0,7
17,0001085.png,0.8998189987323713,0.268430001597153,14.278061000368325,0.4266049982106779,0.1277270021091681,16.05939299770398,0,4
18,0001086.png,0.966022998909466,0.32063799881143495,14.01473499936401,0.4089860012754798,0.07313400055863895,15.836982001928845,0,10
19,0001088.png,0.8733049980946817,0.2651229988259729,14.282737000030465,0.37528900065808557,0.0764439973863773,15.924136001558509,0,2
20,0002015.png,0.880794003023766,0.23052000324241817,14.381842000148026,0.38782399860792793,0.06564299837918952,15.993841996532865,0,3
21,0002037.png,0.9864700004982296,0.2158269999199547,13.985754001623718,0.36267800169298425,0.06576099985977635,15.659074997529387,0,1
22,0002040.png,0.9786410009837709,0.2375170006416738,14.085303999308962,0.38636099998257123,0.0710239983163774,15.807044997927733,0,3
23,0002043.png,0.9935410016623791,0.25429600282222964,14.910724999936065,0.36409400127013214,0.06569299875991419,16.643478000332834,0,1
24,0002045.png,0.9562410014041234,0.28986300094402395,14.855175999400672,0.3694020015245769,0.07100999937392771,16.59472800020012,0,8
25,0002046.png,1.0053420010081027,0.25000700043165125,14.862975000141887,0.40806900142342784,0.07366900172200985,16.655403000186197,0,2
26,0002049.png,0.95130100089591,0.25346799884573556,15.113452001969563,0.3937459987355396,0.07697699766140431,16.83416599917109,0,8
27,0002061.png,1.0127909990842454,0.31428600050276145,16.35856199936825,0.3962379996664822,0.07738299973425455,18.214747000456555,0,23
28,0002065.png,1.0926760005531833,0.2762909971352201,15.821493998373626,0.40308499956154265,0.06524699711007997,17.73193300323328,0,7
29,0002075.png,0.935022999328794,0.22203600019565783,14.220828001271002,0.37257800067891367,0.06602500070584938,15.866794001340168,0,6
30,00030001.png,0.8917390005080961,0.2342449988645967,19.607197002187604,0.7201410007837694,0.1192720010294579,21.636315999785438,0,11
31,00030004.png,0.9247349989891518,0.37120399792911485,32.771572998171905,0.6822729992563836,0.10869300240301527,34.90628100189497,1,2
32,00030006.png,0.9795110017876141,0.3304410020064097,28.33637000003364,0.4898040024272632,0.07922999793663621,30.26783899986185,0,6
33,00030015.png,1.1101210002379958,0.2784809985314496,22.129523000330664,0.4718689997389447,0.09953300104825757,24.145128998497967,0,4
34,00030016.png,1.0621529982017819,0.3596220012695994,23.588963002111996,0.7127120006771293,0.11208899741177447,25.949529001081828,0,4
35,00030017.png,0.9075050002138596,0.3289050000603311,30.352238998602843,0.6758429990441073,0.1071519982360769,32.42213599878596,0,2
36,0006002.png,0.9937479990185238,0.32247999843093567,23.751806998916436,0.3727469993464183,0.06369900074787438,25.556368000252405,0,8
37,0006013.png,0.9992629966291133,0.2614289987832308,14.140635001240298,0.36353700124891475,0.06689099973300472,15.875552999204956,0,17
38,0008009.png,0.8108690017252229,0.23302399858948775,14.393022000149358,0.356819000444375,0.0600889979978092,15.894571999524487,0,5
39,0008034.png,0.9050990011019167,0.24560400197515264,13.728588000958553,0.4114399998798035,0.06533999840030447,15.397956001834245,0,5
40,0009007.png,0.93791300241719,0.2960759993584361,13.761856000201078,0.3496550016279798,0.061800001276424155,15.449132999492576,0,2
41,0009020.png,0.9504859990556724,0.2634209995449055,14.599640999222174,0.36456800080486573,0.06748400119249709,16.287442998873303,0,4
42,0009028.png,1.0317650012439117,0.24525399931007996,14.097880997724133,0.34761200004140846,0.06527200093842112,15.839490002690582,0,2
43,0009029.png,1.0216989976470359,0.24365900026168674,15.021795999928145,0.3572099994926248,0.06380600098054856,16.758388999733143,0,3
44,0009030.png,0.9803819993976504,0.22507799803861417,14.041992002603365,0.3516809993016068,0.06325100184767507,15.71272899673204,0,7
45,0009032.png,0.9174480001092888,0.22468899987870827,13.739635000092676,0.35753999691223726,0.06496500282082707,15.353556998888962,0,7
46,0009036.png,0.8348159972229041,0.23006600167718716,13.929791002738057,0.4018619983980898,0.0928959998418577,15.532845001871465,0,21
47,0009045.png,1.0072359982586931,0.21039199782535434,14.530964999721618,0.37761299972771667,0.06967000081203878,16.237978998105973,0,3
48,0009053.png,1.0813429980771616,0.24656900131958537,15.328506997320801,0.37036100184195675,0.06084900087444112,17.128862997196848,0,10
49,0011005.png,1.043199998093769,0.2900020008382853,13.891881000745343,0.36686399835161865,0.06216700057848357,15.711146999819903,0,11
50,0011006.png,1.108897999074543,0.32879299760679714,14.615211999625899,0.5841550009790808,0.08696900113136508,16.787757998827146,0,9
51,0011014.png,1.7496729997219518,0.3943269985029474,15.210560999548761,0.38036399928387254,0.06846199903520755,17.87446999878739,0,6
52,0011016.png,1.1716310000338126,0.29818999973940663,15.872564999881433,0.4769200022565201,0.09300300007453188,17.972382996958913,0,8
53,0011022.png,1.2184160004835576,0.3187059992342256,20.61314999809838,0.47854600052232854,0.0873949975357391,22.776182999223238,0,11
54,0011025.png,1.727552997181192,0.4167829974903725,20.90576399859856,0.420117998146452,0.07570100206066854,23.611644999618875,0,8
55,0011026.png,1.2009450001642108,0.35579500035964884,16.226562001975253,0.43280400132061914,0.08396300108870491,18.369379999057855,0,6
56,0011031.png,1.4206409978214651,0.2677369993762113,14.303674000984756,0.3677480017358903,0.0647529996058438,16.48127600128646,0,4
57,0011034.png,1.8295299996680114,0.22813000032329,13.784466002107365,0.3517200020723976,0.06287199721555226,16.321048999088816,0,15
58,0011036.png,1.3000980034121312,0.23662400053581223,13.766521002253285,0.3752390002773609,0.0656060001347214,15.79823099746136,0,21
59,0012002.png,1.479702001233818,0.23120400146581233,14.39884900173638,0.35670899887918495,0.06539799869642593,16.58279999901424,0,3
60,0012003.png,1.0853000021597836,0.22674100182484835,14.181839000229957,0.3486780005914625,0.0894130025699269,15.9840729975258,0,4
61,0012005.png,1.6012790001695976,0.23565399897051975,14.91539400012698,0.3855299983115401,0.0650629990559537,17.255285998544423,0,3
62,0012006.png,1.0427640008856542,0.24880099954316393,14.785824001592118,0.3680139998323284,0.06631699943682179,16.56314099818701,0,18
63,0012008.png,1.6544499994779471,0.3446299997449387,14.418700000533136,0.3526359978422988,0.06749800013494678,16.89944600002491,0,11
64,0012011.png,1.779219997843029,0.4749120016640518,30.544493998604594,0.45355600013863295,0.07664000077056699,33.40916000161087,1,4
65,0013002.png,1.6461289997096173,0.26631100263330154,15.212782996968599,0.4156180002610199,0.06889100041007623,17.668253000010736,0,1
66,0013003.png,0.7254820011439733,0.23616500038770027,14.491218000330264,0.3661029986687936,0.06255200059968047,15.921965998131782,0,2
67,0013008.png,1.3610659989353735,0.26546799927018583,15.085140999872237,0.39656700027990155,0.07974699838086963,17.256176000955747,0,3
68,0013012.png,0.889530001586536,0.3152210010739509,14.987353999458719,0.38556299841729924,0.06617500184802338,16.69298699926003,0,4
69,0013021.png,1.030419000016991,0.272477998805698,14.746167002158472,0.34689400126808323,0.06115400174167007,16.516242998477537,0,2
70,0014011.png,1.523057999293087,0.24719700013520196,14.08903400078998,0.3555939983925782,0.061483999161282554,16.32647599763004,0,1
71,0014017.png,1.4679119994980283,0.2761760006251279,14.464166000834666,0.27681500068865716,0.03127700256300159,16.57490800062078,0,0
72,0014020.png,1.1883719998877496,0.24953499814728275,14.59508300104062,0.38562799818464555,0.061740996898151934,16.533524998521898,0,6
